studyCountry,studysite_adm1,lon_stud_adm1,lat_stud_adm1,birthCountry,countryID,contactCountry,contact_adm1,lon_cont_adm1,lat_cont_adm1,weight
Pakistan,Islamabad Capital Territory,73.0628,33.7011,Afghanistan,1,Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,20
Jordan,Irbid,35.8195,32.5559,Syria,4,Canada,,-107.991707,61.0666922,21
Jordan,Irbid,35.8195,32.5559,Syria,4,Jordan,Irbid,35.8195,32.5559,21
Italy,Turin,7.47211,45.1609,Nigeria,99,Nigeria,,7.9999721,9.6000359,21
Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,Afghanistan,1,Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,23
Jordan,Mafraq,37.6195,32.2481,Syria,4,Syria,Homs (Hims),38.1425,34.1503,24
Pakistan,Punjab,72.3449,31.3589,Afghanistan,1,Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,25
Italy,Udine,13.1961,46.0839,Pakistan,5,India,Punjab,72.3449,31.3589,31
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,DR Congo,Nord-Kivu,28.5939,-0.659128,42
Jordan,Irbid,35.8195,32.5559,Syria,4,Syria,Dar`a,36.1698,32.8686,42
Greece,Attiki,23.7997,38.0626,Syria,4,Germany,,10.4234469,51.0834196,73
Greece,Attiki,23.7997,38.0626,Pakistan,5,Pakistan,Punjab,72.3449,31.3589,90
DR Congo,Sud-Kivu,28.1159,-3.10474,DR Congo,2,DR Congo,Sud-Kivu,28.1159,-3.10474,181
